data,temperatura_media,precipitacao,fim_de_semana,feriado,preco_por_kg,promocao,demanda,demanda_dos_dias_anteriores,preco_por_kg_do_concorrente,intensidade_de_marketing
2010-10-18 09:16:07.883826,30.58472685635918,1.199290759407501,0,0,1.726258487008103,1,1051.375335777098,1051.2766588737243,1.9353455843054523,0.09867690337364643
2010-10-19 09:16:07.883825,15.4650686212835,1.037626339563864,0,0,0.576470940133789,1,1106.8559433914181,1051.2766588737243,2.3447202589339495,0.0193176931332133
2010-10-20 09:16:07.883824,10.786525222541337,5.656089170694659,0,0,2.5133278261686463,1,1008.3049093775974,1106.836625698285,0.9988029531435728,0.4094851005416002
2010-10-21 09:16:07.883823,23.64815416797147,12.030936691012833,0,0,1.839224945116557,1,999.8338099833932,1057.8954242770558,0.7617395461686154,0.8728029941569355
2010-10-22 09:16:07.883822,13.861390511387913,4.3038115595732265,0,0,1.531771948251493,1,1183.9490607431298,1048.9610069892362,2.1234357194580467,0.8207787740593377
2010-10-23 09:16:07.883821,14.674082315677506,1.9792164584842529,1,0,0.5409116890342469,1,1529.1599091817088,1183.1282819690705,1.7489734732657187,0.8207787740593377
2010-10-24 09:16:07.883820,20.55869234062945,8.717749361544199,1,0,0.9627212289287631,1,1537.242388759621,1528.3391304076495,2.7768326197486317,0.8697448609815424
2010-10-25 09:16:07.883819,25.138812487847655,4.470284193066657,0,0,1.309277771871674,1,1119.0081278159798,1536.3726438986394,2.9534907481275776,0.936142360809945
2010-10-26 09:16:07.883818,22.30885280018967,5.119014043179736,0,0,0.888081493501531,1,1114.9004719513175,1118.0719854551699,2.7708655111981706,0.9952874042123011
2010-10-27 09:16:07.883817,26.102976692730103,4.805820681085046,0,0,2.238671632374483,1,1061.0824706151352,1113.9051845471051,2.480623663346661,0.7742299573427318
2010-10-28 09:16:07.883816,32.82623697937525,1.391707940405754,0,0,2.243112440019373,1,1010.0005493064418,1060.3082406577926,0.5392972768286279,0.8323877935058208
2010-10-29 09:16:07.883809,29.277602732211943,0.23467073042201952,0,0,0.5853511246562232,1,1141.767021524759,1059.168161512936,2.696769583345259,0.8763803059367612
2010-10-30 09:16:07.883808,17.209030485013248,1.2381627779696998,1,0,1.8766246737880574,1,1360.0645821289654,1140.8906412188223,0.8942621239454693,0.8763803059367612
2010-10-31 09:16:07.883807,20.386033601349524,10.483500521234534,1,0,2.196173864460339,1,1341.5429855917027,1409.1882018230287,1.1034299729243995,0.8763803059367612
2010-11-01 09:16:07.883806,18.287260881604418,6.808138520001743,0,0,1.669776879432188,0,863.6459280929456,1390.666605285766,1.0791085760638912,0.8123686861517423
2010-11-02 09:16:07.883805,19.158167368548924,4.865806333898898,0,0,0.9803099784024579,1,1117.902011461676,912.8335594067938,1.2867490951683576,0.8123686861517423
2010-11-03 09:16:07.883804,17.804883447934753,2.566793627103869,0,0,2.079980041293174,0,804.1349915054031,1117.0896427755242,1.9336701510515317,0.8123686861517423
2010-11-04 09:16:07.883803,24.511146065573193,20.743010619484398,0,0,1.393268090235475,0,924.9300256803912,853.3226228192514,0.8671208075585628,0.886158053527293
2010-11-05 09:16:07.883802,12.823793208510217,4.458842128758363,0,0,1.8814438028467486,0,888.2343414525367,974.0438676268639,2.6234257682392976,0.8648826460969309
2010-11-06 09:16:07.883802,18.146871489687292,2.0613507398139155,1,0,2.6785410465216906,0,1066.258967392239,887.3694588064398,1.672626672278883,0.8648826460969309
2010-11-07 09:16:07.883801,31.31823682512207,4.846866812125214,1,0,1.8343905885316407,0,1146.4641703705506,1115.394084746142,1.6707659659390532,0.7406126788459119
2010-11-08 09:16:07.883800,14.150638744238305,1.661859864938663,0,0,0.6977956522324055,0,945.4678347351193,1195.7235576917046,2.2098696904735857,0.7406126788459119
2010-11-09 09:16:07.883799,22.06195833556687,2.299968819770813,0,0,0.7194786567640005,0,1053.1061524046872,944.7272220562734,2.4489710248869887,0.7406126788459119
2010-11-10 09:16:07.883798,23.77576416567278,2.577832280618309,0,0,1.458705794212706,0,796.9421880058984,1052.3655397258412,2.0434987291553535,0.7830403140121643
2010-11-11 09:16:07.883797,25.06293881250646,6.025284964801729,0,0,2.372282723493426,0,910.1850327322766,796.1591476918862,0.7088411576836555,0.7076386893207067
2010-11-12 09:16:07.883796,20.891628113637136,2.528053621362564,0,0,1.8305620758934933,0,870.9708215525488,959.4773940429559,0.7845667322757803,0.7796106337121596
2010-11-13 09:16:07.883795,21.808027203341148,7.232474411044406,1,0,0.824466369386401,0,1279.1896664015565,920.1912109188366,2.5839023861229875,0.754473578900029
2010-11-14 09:16:07.883794,31.650026074238045,1.011748883458531,1,0,1.8401825710142603,0,1231.8643263684492,1278.4351928226565,1.4315193476441805,0.754473578900029
2010-11-15 09:16:07.883793,23.442156866489093,2.9795471134370217,0,0,1.0558667183811759,0,952.2227948982501,1281.1098527895492,0.8801849822992837,0.8562000513609574
2010-11-16 09:16:07.883792,22.11474316511455,0.31530556321290154,0,0,0.6084774319300379,0,995.801220225797,1001.3665948468891,1.6965452266501606,0.8664835676662588
2010-11-17 09:16:07.883791,18.33262084556379,9.218575420107806,0,0,0.8455042302687891,0,976.8303283926515,994.9347366581308,2.4444336800010134,0.7994930315515858
2010-11-18 09:16:07.883790,24.563573637241845,0.6862993690104263,0,0,1.8097382899462167,0,849.7667827283678,976.0308353610999,1.4796438965118615,0.8417502333754704
2010-11-19 09:16:07.883789,26.984205410668782,2.806248803323787,0,0,1.6160536934353003,0,862.7957238347603,898.9250324949924,1.0126914639200169,0.9375379574349854
2010-11-20 09:16:07.883788,23.61633127755025,5.754056473089657,1,0,2.79883637124233,0,1171.709661339012,911.8581858773254,2.0384231625062745,0.8399753256463447
2010-11-21 09:16:07.883786,32.81716922729751,0.07814663793322149,1,0,2.4289360553157135,0,1133.0418159847595,1220.8696860133657,2.8549971116919757,0.7491871072338998
2010-11-22 09:16:07.883785,29.556262978324593,4.410357445474276,0,0,0.7643175901675348,0,984.8589602037607,1132.2926288775257,2.0284048927955487,0.7221822149153573
2010-11-23 09:16:07.883784,27.76916518033987,0.9746459215485676,0,0,2.3888942595326697,0,868.948136205233,984.1367779888453,1.050769039181977,0.7221822149153573
2010-11-24 09:16:07.883783,12.301491095815155,1.1735246070401013,0,0,1.17671052025102,0,990.0589316823452,918.2259539903176,1.619629590622121,0.7221822149153573
2010-11-25 09:16:07.883782,33.80621045542813,9.817622747636824,0,0,1.0060775341890178,0,956.9128168397506,989.3367494674299,1.966764577242253,0.8708228063274829
2010-11-26 09:16:07.883781,15.588290478749924,9.449493758487273,0,0,1.1600451994771772,0,883.1325973123952,956.0419940334231,1.175785392344923,0.8708228063274829
2010-11-27 09:16:07.883780,11.651328957685699,2.5929793354889323,1,0,1.4504264554780688,0,1207.4075611972994,882.2617745060677,1.604494117908522,0.8036504961933516
2010-11-28 09:16:07.883779,11.607180264588784,4.514970992453233,1,0,0.7454631775426371,0,1235.3286023821063,1206.603910701106,1.6437659404785392,0.9744259632947074
2010-11-29 09:16:07.883778,22.133972898949523,9.534606582998201,0,0,2.7134756630705166,0,940.8162903784212,1234.3541764188117,1.554365363497804,0.713396880815248
2010-11-30 09:16:07.883777,10.37945808550067,1.4998949720439658,0,0,0.7114057114739064,1,1177.5266494893567,990.1028934976059,1.053236861589289,0.9793035380893296
2010-12-01 09:16:07.883776,25.88513582789545,19.628328519189328,0,0,1.128113899560776,0,898.8521363603587,1176.5473459512673,1.9194433176985009,0.908679416937799
2010-12-02 09:16:07.883775,26.335592916355264,4.499489362790482,0,0,1.9420958170539586,0,929.7920504850712,897.9434569434209,2.2388683706963164,0.908679416937799
