X1,X2,X3,y
-0.2916937497932768,2.954414869603189,1,0
0.047398671316414,1.810593865466409,0,0
-0.3095464393139903,8.87785799811657,0,0
-0.4325581878196209,3.3936420986393103,1,0
1.5505004928140769,2.7125475853586765,1,0
-0.2698749352933712,6.238308522010396,1,0
0.4127809269364983,9.879504812678546,0,0
-0.4464336145505282,4.663712362830421,1,0
0.5389100436846587,9.012185776318246,0,0
-0.4455025214007718,5.337309343933455,0,0
1.356240028570823,2.7606602107477123,0,0
1.307142754282428,7.751413626623239,1,0
-1.5231869047837747,3.161230816827153,1,0
-0.5228600271532683,7.82186475949254,1,0
0.0592184340144882,4.409197179721941,1,0
-0.8972543714858315,7.437523703394634,1,0
-0.7128457826771644,7.593989093122218,0,0
0.4049817109609555,1.8882087075927452,1,0
0.7462535660272207,2.746465062180389,1,0
-2.081929407883722,4.7347325072348525,0,0
0.117327383308782,3.203064036417925,1,0
1.0291556373256436,6.5998838038841,0,0
-1.889540730945531,4.222963093822228,0,0
-1.763040155362734,7.760182708294903,0,0
-0.1671180803168543,4.482407874665795,1,0
0.6476885381006925,5.119260739840349,1,0
-2.4716445001272893,3.795575879276439,1,0
0.3109075655980046,2.659773947881281,1,0
0.1910990680199033,4.785395711991543,0,0
-0.8604133652839524,6.027200213139433,1,0
-0.4710383056183228,6.899108270882648,0,0
-1.0016200098949155,5.702896415083166,1,0
-0.9555404406004258,4.254333695816466,1,0
-2.211135309007885,4.9287170354050325,1,0
-1.0577109289559004,6.294391879405482,1,0
1.8522781845089376,1.662831852244821,1,0
0.2164585895819748,2.2603940408418444,0,0
0.7090037575885123,6.290431171900114,0,0
0.2140937441302039,3.7972647120975727,1,0
-0.6771617115121117,7.981452273699904,1,0
1.5230298564080254,3.706126444588852,0,0
-1.377669367957091,5.0977201406514085,1,0
-0.5767713305683327,4.834638628314601,1,0
0.0297561394957451,5.0426232973438845,0,0
1.277664895788425,5.056362314738257,1,0
-0.0744459157661672,8.828062707733572,0,0
-1.183258512665775,5.614813395618201,0,0
-0.2990073504658674,4.143769678068175,1,0
-0.8084936028931876,5.763870904463107,1,0
-0.1517850950355833,1.3275892537934069,1,0
1.477894044741516,4.356729897565235,1,0
-2.04173486842429,6.508582659627148,0,0
-1.6609609335159914,7.680900892046289,0,0
1.3821589910375272,4.82327408158933,1,0
-0.1145398452526178,7.400827815888851,0,0
2.09238727568546,5.973003287652404,0,0
0.751387123371789,8.708185132668376,1,0
0.6078965097165392,3.424432496183522,0,0
0.132969674146876,2.854513948520387,1,0
-0.2341369569491805,5.786970770843499,1,0
-0.978372777615032,4.301366407763605,1,0
-0.2209695995332229,6.177156808841219,1,0
0.2610552721798893,1.0035986309357847,1,0
1.6324113039316352,4.7775478773026,0,0
-0.2886586389201383,5.783608010805093,0,0
0.6585442726728304,2.8180671395696035,0,0
0.0283183761304611,7.152014277197196,0,0
-0.8397218421807761,6.355851742678539,0,0
1.5295503194606137,3.3072866900182527,1,0
-0.5993926454440222,4.024177183708595,1,0
-0.0079726413166173,3.8962837082151065,0,0
1.1428228145150203,5.402198093429935,1,0
0.3686733088729012,6.393908809021472,0,0
-1.2608839543350452,5.661760464428914,1,0
0.5705986685931593,3.0811215265530407,1,0
0.5425600435859647,3.929529576878864,0,0
-0.883857436201133,4.960724402146638,1,0
