X1,X2,X3,y
0.543360192379935,6.164195406937232,1,0
0.982690983945514,2.864394156841614,0,0
-1.8408742313316453,4.791101562925057,0,0
-0.5736620068802363,7.634230134679731,0,0
-1.1246420918378692,6.11246001880132,0,0
0.9356783931474612,6.996621796295921,0,0
-0.9896048202585808,4.1053562086824975,0,0
-0.907563662041598,1.26692676585388,1,0
0.6329318177555108,5.5206436775424415,1,0
-0.7832532923362371,7.378940977849281,0,0
-0.4397310582741749,5.293586023971098,1,0
0.0870470682381712,1.886836202680498,1,0
0.8231705839619146,3.089754841301294,0,0
-0.6526239793023909,5.389472389437549,1,0
0.2438007137711988,7.171572649878694,1,0
-0.8169356709872361,4.409039363941679,1,0
0.113517345251248,5.267081809564565,0,0
1.044160877069072,3.8150714816942113,1,0
0.1220098146453614,6.484254982143785,1,0
-0.1301430543676845,4.626057394029108,0,0
-0.6039851867158206,7.453866447768615,0,0
0.276690799330019,3.492070822266648,0,0
0.4979982912454497,8.423416960284687,1,0
0.0480849466613819,8.086487056544378,0,0
0.570890510693167,2.51227352921743,1,0
0.6339190223180112,8.278233610888135,0,0
-0.420645322765359,-0.7925107563873786,1,1
1.5033983017671506,6.450191573695994,1,0
0.0287448229348174,7.346249275173283,1,0
-0.6919080698812444,4.941474372630044,0,0
-1.448084341497324,-0.1078422698039096,0,0
-1.2308643164339552,6.402345484621796,0,0
0.4714683571359957,2.1234440433652666,0,0
-1.382799730964336,6.185053898402366,1,0
0.0245101742589427,4.654107880153154,1,0
0.0582087184459998,5.447828268129323,1,0
-0.3748208075495975,5.402319311745679,0,0
0.1818662550584951,5.857633000661146,1,0
-0.3933388123273607,4.33236102048798,1,0
0.9755451271223592,4.258771335827788,0,0
0.6241198170521551,2.580610514317785,1,0
0.296120277064576,5.157270380632181,1,0
0.8254163489880298,7.780415098034627,0,0
-0.4461834332147797,4.962582487108206,1,0
0.6296288419236122,5.643395612392027,0,0
-0.6002168771587947,5.786635678788744,1,0
1.1950466289248425,9.148165339499949,0,0
-0.9221653241776254,7.74975283829637,0,0
-0.0555476988966187,6.4697555720996345,1,0
-0.998354040738791,5.217119411553046,1,0
0.0184183791895517,6.588529359243655,0,0
1.188393273448084,3.3882598670076227,0,0
-0.0595253560618,5.152010782824823,1,0
-1.4785862457798415,3.5308168464039014,1,0
-1.4247481862134568,9.284540717223727,1,0
-0.6017066122293969,4.48524692515331,1,0
0.725766623898692,3.496417899809632,0,0
-0.4634176928124622,7.634788131268651,0,0
-1.867265192591748,5.619641420454055,0,0
-0.5172884501003722,4.737486065815391,0,0
0.8995998754332507,6.838152965975537,1,0
1.030999522495951,3.89938969230916,0,0
0.5298041779152828,8.32251842909574,0,0
3.852731490654721,8.499153486373878,0,0
0.4134349032237008,4.034512955635935,1,0
-1.081063327599897,6.742594594914488,0,0
-0.0327532702159983,0.7562902019828108,0,0
0.2858653907249049,7.065092408683315,1,0
0.3613956055084139,4.906158842241632,1,0
1.4415686206579004,4.0858074868274565,1,0
0.1745778128318389,2.893168873652688,0,0
-0.8612842013282637,5.369102606394074,1,0
0.0715662372193924,2.855721976028786,0,0
-1.2795769667357015,4.662356553619979,1,0
-0.5893647569442115,4.987858176920214,1,0
-0.6226995198205938,0.6942188140950343,0,0
-0.2688886905548305,5.388768603154672,1,0
0.1968612358691235,7.094196605224309,0,0
-0.8560838259088672,5.172287766092749,0,0
-0.5915713888358299,4.981762006711593,1,0
1.2715550949941588,4.136759374563903,0,0
-0.0720101215803338,2.4106370485581885,0,0
0.4621034742632707,5.28343382727981,0,0
1.0035328978920242,7.321653574757039,0,0
0.3241663524884421,3.7809755956814337,1,0
0.3711458733713088,6.53216055676938,0,0
-0.5711789897827968,4.673866072112472,0,0
-0.0376347024248483,3.9293436280921545,0,0
1.0536417966078395,1.3387342062870862,1,0
0.7916626939629359,4.7118248885567695,0,0
-2.123895724309807,9.314616426531009,1,0
0.9551423205012384,8.404429889270476,1,0
-0.6626237589458467,4.547031802300336,1,0
-0.4853635478291034,3.3293058934804853,0,0
0.4591800792284367,3.4956871888188337,1,0
1.6286155455712918,4.502617747632906,0,0
1.1492733262856758,4.507875023740103,0,0
-0.5297602037670388,4.481915708358594,1,0
-1.1962066240806708,1.5205724424438007,0,0
1.5795721457307124,2.819201845114308,0,0
0.1142276486620396,5.663960661138029,1,0
1.475356216949552,1.3960391248399606,0,0
-1.0212328171307132,5.5074793229891466,0,0
1.2669111491866227,8.345144773675408,0,0
-1.6548566718657691,4.192703073516007,0,0
-0.2457430640859443,2.8752129437062406,0,0
0.3376026620752022,4.547042216196947,1,0
0.4477085600173149,5.44647782825832,1,0
-0.2453881160028705,6.189508683330572,1,0
0.1866091231563581,3.758304803497768,0,0
0.2597225017214818,4.022301156427452,0,0
-0.362838560439659,3.699994838353081,0,0
-1.1583646891925428,6.026170840194586,1,0
0.2670502658692588,0.6963691973413901,0,0
0.915402117702074,7.060566908063684,1,0
-0.2694068344445577,6.720946976719491,1,0
-0.2234627853258509,3.020743726859325,1,0
-1.5839028234857233,3.4542446643527818,0,0
-0.6518361078021592,4.067926996263515,1,0
0.3570154859650473,5.16365871709513,1,0
1.066674689589154,4.127228218946863,0,0
1.3686315575323489,1.0672868212479965,1,1
0.3991361143520708,6.694843354300843,1,0
-0.926930471578083,6.116653825043445,1,0
0.1864543147694276,3.892823516584011,1,0
-0.4209844808202629,4.457752797914862,1,0
2.270692857804396,5.123359699695944,0,0
0.6696725488300385,3.697286212416342,1,0
0.334456789987025,7.253410273655167,1,0
0.9382838059759976,8.802381371506016,1,0
0.3773004930448522,3.543994117541731,0,0
-0.5309969550018176,5.854388723743369,1,0
-1.2477831819648495,2.17257100619004,0,0
-0.2811002928859549,7.140300476632855,1,0
-0.9043166251044086,2.7607651334219776,0,0
0.9312801191161986,3.656753264123897,1,0
0.7910319470430469,7.211051865915968,1,0
0.7589692204932674,7.495484145347468,0,0
0.110922589709866,5.872647339348064,1,0
-0.0358260391099515,5.15364378212051,1,0
-1.4785219903674274,4.654745400118361,1,0
-0.6533292325737119,3.4600535378827164,1,0
-1.7101683926566256,4.4809066448321655,0,0
0.6621306745210467,4.695060327238912,0,0
1.1692955904456728,4.780780392148339,0,0
-0.0952955323869521,1.397884531694522,1,0
-0.186871644161359,4.033877896633121,0,0
-1.2002964070557762,3.701444909867986,1,0
2.2988981236192503,4.550288036383843,0,0
0.5951570254369136,6.059385508713461,1,0
-1.5031429531181062,5.904743592499468,0,0
-1.1913034972026486,6.963530973983189,1,0
-2.4238793266289567,6.895052924245716,0,0
-1.7587394864231145,4.446373400222159,0,0
0.8724573282801447,4.216702865156417,1,0
-0.6997255079925856,4.58195348542795,1,0
-0.202192652433894,5.949396465759905,1,0
-1.251113576385303,3.644510058950297,0,0
-0.4791742378452899,6.54339742129669,0,0
0.6818914896263114,4.947188486082146,0,0
-0.510016398854747,2.980538590580125,0,0
1.77080063563551,4.648228375135327,1,0
0.6962063648134184,10.179127284037229,0,0
1.8489560949453447,6.159266346427152,0,0
-0.3877015599359841,1.6750160239286511,0,0
-2.650969808393012,6.681240053009106,1,0
0.8128621188389601,5.534784628143806,1,0
0.4442633114860397,4.482190052591846,1,0
1.305478807154329,5.0207052396867615,1,0
-0.2176812032272203,4.949946082509713,0,0
1.5327389130025777,6.158582999202177,1,0
1.1195749114345768,4.125083399353179,1,0
-1.9187712152990413,4.6186351984733065,0,0
0.0268858389945307,5.8638450893478815,1,0
-0.6465728842425266,2.1632685341339366,1,0
0.4017117220989414,3.053862118236889,0,0
-1.5193699659540134,7.455337984946585,1,0
0.7746340534293368,4.888461844684588,0,0
0.0961207769409833,3.5831864661790744,0,0
1.7522704434236227,8.042632103844902,0,0
1.5231240772696573,8.08421990513575,0,0
1.246085192497629,4.522135801660611,0,0
0.1833420057383517,7.079809374792153,1,0
-1.6275424378831629,8.769172611869218,0,0
0.4924512640081491,2.944649718148084,1,0
-0.3220615162056756,2.544784369726015,0,0
-1.0025293646378088,-0.1820845842898197,1,0
-0.4012204718858362,4.68294085394606,1,0
0.650201177958661,5.538253882490214,0,0
